author,clean_comment,likes,publishedAt
@Apaan350,para penjajah yg bergembira,0,2025-08-21T02:18:52Z
@jikdewa4124,nanggung banget kenaikan tunjangan rumah hanya jutaberas hanya juta kenapa tidak di bulatkan saja menjadi satu milyar pajak kan bisa di naikkan setinggitingginya gitu ajja kok repot,0,2025-08-21T02:15:18Z
@fmdmalik,gaji dpr naik beban rakyat juga naik karena pajak,0,2025-08-21T02:11:09Z
@daengraspati3216,selamat nenikmati pasilitas dari penderitaan rakyat semoga masyarakat sejahtera,0,2025-08-21T02:01:31Z
@degimane2543,negeri tahi,0,2025-08-21T01:58:01Z
@DonnyWijayanto-lx6pv,yaallah negara apa iniyang kaya makin kaya yang miskin menjerit jerit,0,2025-08-21T01:49:11Z
@musikpopindokren4991,dah banyak tunjangankinerja minimwakil rakyattapi buktinya masih banyak daerah daerah kesulitan berkembangkarna akses jalanlistrik gak tuntasudah merdeka tahunmasih banyak menderita kemiskinan mending bubar saja dpr,0,2025-08-21T01:39:08Z
@Nurhasan-f1x,demokrasi apa an penjahat atas nama rakyat fakta nya rakyat nya yg diperah,0,2025-08-21T01:25:32Z
@Widodo-k6l1m,tunjangan beras jutadpr bisa ditampung di gudang beras milihr dprpantas beras mahalwong kalau panen dibawa ke dprhitung ton beras jatah dpr,0,2025-08-21T01:23:50Z
@Sayudi1956,itu sangat tidak adil kerjanya cuman rapat rapat aja rakyat jadi sengsara,0,2025-08-21T01:20:54Z
@Angelia-n5g,untuk penggantian rumah dinas dengan tunjangan jt kayaknya itu berlebihan logikanya aja rumah dinas selepas masa jabatan selesai akan kembali ke negara lah kalau tunjangan jtbulan selama thn m kalikan berapa anggota yg harus diberikan uang pajak ke kalian semua pantes katanya kurang mulumalah nyalahin pendidik yg katanya beban negara,0,2025-08-21T00:37:47Z
@saokirahmani7216,berarti keluarga orang dpr dapat mengonsumsi beras hampir ton perbulannya,0,2025-08-21T00:22:49Z
@ichiyazuketv8073,rakyat indo aja yang mayoritas menormalisasikan pejabat sebagai raja kalian hanya diam dan santai padahal kenyataannya kalian sengaja dimiskinkan untuk fokus hidup bukan kritis,0,2025-08-21T00:17:01Z
@nozerumahgaya,ingatsemua ada pertanggung jawabannya kelah di akherat,6,2025-08-21T00:16:49Z
@mochamadfikri9982,alhamdulillah nambah pahala dah udh,1,2025-08-20T23:42:14Z
@__-wt8qk,kejahatan dpr merugikan pekerja indonesia uu cipta kerja pesangon turun bulan outsourcing diperluas jam kerja tidak dibatasi sumber kemenaker ri kspi revisi uu ketenagakerjaan kontrak fleksibel keamanan kerja menurun pekerja kontrak dan magang meningkat sumber kspi ilo formula upah minimum upah minimum rendah untuk kebutuhan hidup sumber kemenaker ri bps minim sanksi pelanggaran perusahaan perusahaan bisa tidak membayar bpjs lembur atau hak cuti sumber ombudsman ri insentif pajak untuk perusahaan keuntungan perusahaan naik upah pekerja tidak ikut naik sumber kemenkeu ri perlindungan buruh migran lemah tki rentan dieksploitasi upah tidak dibayar sumber bnptki migrant care penyederhanaan izin fleksibilitas tenaga kerja pekerja mudah diphk kontrak meningkat jaminan sosial berkurang sumber kspi ilo kebijakan dpr lebih prooligarki dan mengkebiri hak pekerja,1,2025-08-20T23:34:39Z
@JoyFransischoRaya,stop membayar pajak,23,2025-08-20T22:31:14Z
@jackdinata,dpr itu dewan perwakilan partai politik yg mengutamakan kepentingan partai nya bukan utk wakil rakyat keperluan rakyat seharus nya dpr itu di gaji oleh partai politik nya bukan di gaji dari uang rakyat,0,2025-08-20T19:01:00Z
@dedesolihin7351,sejahterakan dulu perekonomian rakyatmu tidak mlukah klian dpr sungguh ironi negri ini hut ri ternyata hnya tuk klian,0,2025-08-20T18:36:35Z
@Pamer_hukum_dinegara_oknum,tunggu aja rakyat yang pada disiksa saat ini karena diperas dengan kebijakan mulai kembali seperti,0,2025-08-20T18:34:46Z
@bayukardun2164,persiden terburuk di indonesia adalah prabowo,0,2025-08-20T18:31:57Z
@RohelisFarid,assd yaaa sdr media nuwun sewu kalau dprnya gajinya betul segitu apa rakyatnya akan di plethet serta ditekan situasinnya juga apa untuk tumbalnya dpr,0,2025-08-20T17:37:14Z
@hendrikohendriko1080,kalau merasa gaji tidak cukup gak usah susah payah kampanye pemilu legislatif simpel aja,3,2025-08-20T16:31:16Z
@SapariPartodiharjo,bubarkan dpr percuma ada dpr ketika sy dizholimi oleh ka bpom saya dan ppns bbpom di surabaya maret mengungkap tindak pidana obat makanan ilegal dan tanpa ijin edar tie pt natural spirit dnatural surabaya tibatiba saya diberhentikan dari jabatan ka bbpom di surabaya tanpa alasan dan dasar hukum yang jelas padahal sy dapat piagam penghargaan sebagai kepaala balai besar pom terbaik indonesia februari akhirnya sy ajukan gugatan dengan objek gugatan pemberhentian dari jabatan ka bbpom di surabaya di ptun jkt desember hingga menang kasasi di ma dan telah inkracht tetapi tidak dijalankan sepenuhnya oleh ka bpom saat itu penny k lukito dan sy buat laporan ke ketua dpr ri yg katanya wakil rakyat baik periode maupun periode termasuk semua fraksi khususnya komisi ix dpr ri tidak ada respon secara patut benar hingga kinibahkan kasus pt natural spirit dnatural surabaya hingga kini sdh bulan mangkrak dng tskshirley boedihartono dan posisi perkara p di bbpom di surabaya,10,2025-08-20T16:05:27Z
@kingsuciking2894,yang duduk di singgah sana tidak akan pernah mengalami bahan sembako naik tapi si rakyat jelata menjerit karena cari kerja susah,1,2025-08-20T15:28:24Z
@LabibNailul-u6z,bhgia di dunya mndrita di akherat amin kan lur,2,2025-08-20T15:24:12Z
@indahpratiwi4860,gk apaklw gaji kalian naikyg penting kalian royal sama rakyat keciljngn di jd kan batu uang kalianyg ada resesi,0,2025-08-20T15:20:04Z
@BarisanCahaya-Tv,bayangkan aja beras aja sampek juta nnti sampek juta per bulan bayangin aja gimana gak makin besar tuh perut para pejabat sedangkan rakyat kecil susah payah mau beli beras liter aja,13,2025-08-20T15:17:52Z
@syifafathan6598,makmur lah kalian para pejabat dan penguasa dan untuk rakyat selamat menderita lah kalian,0,2025-08-20T15:13:51Z
@ToguMarpaung-sv7ok,jika tunjangan beras dari juta menjadi juta berapa kg itu dan apakah anggota dpr sebesar itu berasnya per tahun kl blh kpd dpr jelaskan ke rakyat biar rakyat pahammngtahui beras yang para dpr pakai sebesar itu,0,2025-08-20T15:09:28Z
@Joslee-cb2yv,dpr adalah wakil rakyat mereka sudah mewakili rakyat makan enak tidur nyenyak di hotel bintang naik mobil mewah jet pribadi penghasilan ratusan juta kita rakyat sudah mereka wakili hidup enak karena suara kita sudah mereka beli jadi jangan banyak bacot nilmati saja inilah fakta demokrasi indonesia,12,2025-08-20T15:09:24Z
@ekkyrinaldy2522,bacot doang gaji pokok juta tunjangannya total juta lebih,0,2025-08-20T15:08:41Z
@YangsenYangsen-e5f,menerima uang pd pemilihan dpritulah penyebab pensiunan pns dan rakyat menelan pil pahit dan menuai sengsara,0,2025-08-20T15:07:45Z
@MhmmdIlyas203,nah lg pads kumpul gitu gempa dah tuh yg gede sekalian,3,2025-08-20T15:05:54Z
@YangsenYangsen-e5f,angdewan gajinya naik jtharipensiunan dan pns menjerit dan gigit jarikeadilan di nkri ini gelap,0,2025-08-20T15:03:31Z
@riyadisetyawan3025,kerjone opo tohh tura turu tok orak kanggo mung kanggo pantes tok kan podo rak duwe rai gajih malah naik konyolllll,0,2025-08-20T15:02:28Z
@ilouilouiloui4712,pantasan pajak dinaikkan tanah rakyat disikat tabungan diblokiruntuk biayai pejabatasu semua,2,2025-08-20T15:01:53Z
@ilouilouiloui4712,gimana gak semua orang berlomba ingin jadi pejabat dengan gaji mereka saja sudah cukup hidup mewah dengan keluargaditambah fasilitas mewahgurulah yg harus disejahtrakan,1,2025-08-20T15:00:12Z
@SriWidadi-y8c,bubarkan dpr kurupsi brjamaah,6,2025-08-20T14:57:06Z
@rpro5930,gelap gelap,1,2025-08-20T14:48:23Z
@Lintang-g8j,rakyat adalah tumbal,0,2025-08-20T14:47:07Z
@Iswanto-vs9it,wajar kalau anggota dpr gak ada yang miskin,0,2025-08-20T14:46:56Z
@shindahadi1864,dijual aja negaranya sekalianbuat dibagi pemerintahmakanya jangan terima uang kalau mau ada pemilihan dprpasti cari uang buat balikin modalnyamending gk nyoblos,0,2025-08-20T14:45:52Z
@gustinhtz9548,dewan perwakilan rampok,12,2025-08-20T14:44:51Z
@SusminarsihSaleh,emang kekayaan negara ini utk memakmurkan pejabat dan asn,1,2025-08-20T14:40:56Z
@dendifivedra7664,konoha gelap rakyatnyacerah pegawainya,4,2025-08-20T14:40:38Z
@syaifulrizal1662,lucu nya di negri ini,2,2025-08-20T14:39:56Z
@ray_hel,gak nyambung rumah dinas milik negara uang pengganti untuk pribadilain gantinya uang perawatan rumah masak sih anggota dpr tidak mampu membeli rumah,0,2025-08-23T07:55:55Z
@abdillahfazri9557,gak pantas pancasila ada di dalam ruang dpr kamu terlalu elok wahai pancasila,0,2025-08-22T14:26:29Z
@sitiamelia5997,mengurusin kenaikan gaji dpr sampai lupa ada anak yang infeksi kena caci sebanyak kg di tubuh nya dan sekarang anak itu meninggal ada g pejabat yng peduli trutama untuk pak prabowo buka mata anda pak sangking miskin nya rakyat mu tidak bisa di bawak ke rs jadikan itu pelajaran pak buka mata anda liat rakyat anda jangan mengurus hal yang tidak pentik rakyat anda lebih membutuhkan,0,2025-08-21T14:38:47Z
@LimboSakti,bener gak berguna apbn anjlok yg hura manusia ini,0,2025-08-20T03:23:09Z
@DeluDel-t7o,karena habis modal ketika kampante duit dihabur hamburkan maka mereka mencari,0,2025-08-19T20:32:19Z
@N4L3NDR4-D6D,percuma teriak teriak di sosmed gk ada action nya rakyat,0,2025-08-19T09:28:19Z
@rivaljojo8658,ternyata para pejabat dan anggota dewan hanyalah lintah rakyat,0,2025-08-19T08:59:39Z
@lisbetsiregar5836,guru buat beban negara rumah dan mobil tak ada dikasih pemerintahdpr rapat tertidur gaji besar rumah dikasih dan mobil mewah,0,2025-08-19T07:59:16Z
@Parel123-yn8wv,enak nya anggota dpr dapat rumah dari pemerintah rakyat mati kesusahan,0,2025-08-19T05:19:11Z
@MuhammadRasyid-j3n,buat kontrak rumah sebulam jt sdh istimewa buat rakyat kecil jt buat bekal nyalon periode berikutnya apa lagi kalau mau tidur numpang rumah saudara lebih irit yaaa apa mau dikata usul dari dia yg mutuskan juga mitra dia aaaatur ajalah,0,2025-08-19T03:56:59Z
@MashuriHuri-fu9nq,bubarkan saja para anggota dewansarang koruptorpemborosan uwang negar,0,2025-08-19T03:49:31Z
@ChayayatunNikmah,ngeri ya alloh,0,2025-08-19T03:42:35Z
@Bekasi2024Jaya,goblok mbah rakyate kok peres wis turuo wae ben diganti wong liyo,0,2025-08-19T03:14:50Z
@IkanBIKINIbottom12,jogetin aja,0,2025-08-19T01:56:14Z
@anonimous677,tabrakallah syuhada syukron,0,2025-08-19T01:14:26Z
@OyangOyan,juta per bulan wow senang nya aku dpr biar rakyat emang gue pikirin,0,2025-08-19T00:10:23Z
@abehjendral3796,aneh peeri tah yg kaya aki kaya,0,2025-08-18T22:14:45Z
@Nuro-i2j,,0,2025-08-18T19:55:41Z
@leogunawan9997,inilah alasan mrk tdk mau pindah ke ikn krn diikn sdh ada rumah dinas shg tdk perlu dpt uang tunjangan bln,0,2025-08-18T18:09:29Z
@TatarSuparman,rakus dewan penipu rakyat,0,2025-08-18T16:14:56Z
@IkaFatmawati-yv5mg,ratusan anggota dpr pastinya ratusan milyar uang untuk gaji dpr sangat disayangkan negara buangduit yg tida bermanfaat,2,2025-08-18T14:40:06Z
@mathiustiku8261,gaji tunjangan naik hutang negara makin mengerikan pajak makin sana sini toh mana kembali ke rakyatnya,0,2025-08-18T14:20:08Z
@ririnastuti6925,ingat bapak ibu dprpanjenengan itu wakil rakyatjd pikirkan rakyatmubukan kantongmu sajagaji anda sdh sangat tinggikerja tahun saja dpt pesangon dan kabarnya pensiunlaaah pns saja kerja tahunan pensiunnya dikatakan bu sri mul jd beban negaratrs apa kabar dengan anda di dpr mpr,0,2025-08-18T14:08:27Z
@SupardiRider,anggota dpr nari nari di atas penderitaan rakyat mereka duduk di kursi dpr nasibnya di rubah sama rakyat,0,2025-08-18T13:58:59Z
@dwisusanti-g6m,kasian rakyat jd tambah menderitapajak naik hanya utk ngasih gaji para pejabatdimana hati nuranimu wahai pejabatdengarkan rintihan rakyatmu yg lapar dan btuh pekerjaan,0,2025-08-18T13:45:42Z
@dilanurfa9328,apaan bgt dah gaji guru honorer nooh naikin bukan mlah ngsih mereka yg kerjanya kgk keliatan,0,2025-08-18T13:38:20Z
@anditanjong2841,rasain siapa suruh milih presiden yg hanya hobi joget dan programnya hanya ingin menaikkan pajak dan menyejahterakan pejabat bukan seluruh rakyat sekarang udah terbukti kan,0,2025-08-18T13:30:28Z
@UtamiNingsih-z4p,silahkan pejabat foya foya asal jgn meras pajak rakyat mbuat kebijakan yg menyengsarakan rakyat sebenernya gak ada pemerintahan jg gak apa apa kok krn segala kebutuhan jg rakyat cari sendiri,0,2025-08-18T13:29:16Z
@taryoaryo1874,rakyat diperas buat gaji pejabatsisanya dikorupsigimana caranya bubarin dpr yah,0,2025-08-18T13:05:00Z
@LenciBantaika,mati shu pasti kami rakyat n miskin nambah miskin,0,2025-08-18T12:27:38Z
@walijawalija6968,gaji semakin tinggi semakin lupa diri dan semakin lupa pada yg di wakili,0,2025-08-18T12:24:00Z
@SuwarnoBibitan,emange asupajak naik malah untuk mrnambah pendapatan dewantambah koplak mentri ne kebijakan nindas rakyat,0,2025-08-18T12:16:29Z
@amirpobor8635,anggota dpr sudah sepantasnya dipangkas dari menjadi begitu juga anggota mpr dan dpd jadi total anggota dptmprdpd hanya orang cukup lah mewakili rakyat,0,2025-08-18T12:16:27Z
@wantobjr8522,nya biarin aja tapi sarat klo ada yng korup langsung xekusi tidak ada bantuan hukum buat mereka gimana,0,2025-08-18T12:08:35Z
@krli6271,ini pemborosan nasional,0,2025-08-18T12:05:30Z
@krli6271,lho rumah dinas kan bisa gantian dimana bila tdk menjabat ya harus keluar ganti di isi pejabat yang baru,0,2025-08-18T12:04:26Z
@jokowiahok7221,dpr gaji tambahpajak di naikankoroptor di abaikanuud pengesahan di abaikanujung ujung nya rakyat menderitainila kerjanya pejabat,0,2025-08-18T12:02:54Z
@MuhamadAbdulAziz-co9qb,anngota dewan dapat tunjangan ga pernah masyarakat di kasih dan di makan sendiri tapi kalau rakyat mendapat bantuan semuanya minta seperti tangan gurita aneh,0,2025-08-18T11:51:03Z
@iheartbocisforeverimissyou5372,efisiensi,0,2025-08-18T11:46:44Z
@azismaulana9310,makin kacau aja negri ini sudah tau skrng lagi krisis ekonomi dan rakyat makin susahmending bubarin aja itu dpr,0,2025-08-18T11:46:05Z
@susantoponorogo4219,ini sebetulnya rakyat di tantang oleh pemerintah beranikah rakyat bertindak kalau saya bodohi seperti ini,0,2025-08-18T11:42:20Z
@sudarsonokm,anggota dpr dapat rp jtper bulankalau d hitung d kalikan seindonesia sudah berapa trilyun ngasi orang yang ga jelas kerjaannya apa hanya memperkaya diri mengatas namakan rakyat rakyat yg bagaimana rakyat yg mana rakyat sudah jenuh bosan dengan janji janji manis yg keluar dari mulut mafia untuk tahun yang akan datang rakyat segera bubarkan pemilu bubarkan dpr cabut semua uu peraturan yg di buat selama pemerintahan reformasi hingga sampai sekarang,0,2025-08-18T11:41:53Z
@aryantopurwadi4066,pengen jadi anggota dpr karena dulu pernah aktif dipartai politik tapi nggak punya modal buat nyaleg,0,2025-08-18T11:41:03Z
@nurmansyahachijat5306,dpr buat negara bangkrut rakyat menderita diperas pajak habisan,0,2025-08-18T11:36:17Z
@azizismada0230,seharusnya guru yg dapat fasilitas mewah karena berpartisipasi mencerdaskan bangsa,0,2025-08-18T11:32:08Z
@toetoerhamang887,rakyat dikajar pajak,0,2025-08-18T11:25:30Z
@JhonkGame,bagusnya memang jaman gusdur dpr bubarkan ndak kanggo gawe,0,2025-08-18T11:18:46Z
@SiwoSiwo-p3f,dan yg paling aneh bin ajaibnya masyarakat di konoha inisetiap pemilihan anggota hewanmasih aja mau nyoblostolol pakai xgiliran ada pemberitaan soal anggota dprsemua pada ngedumelagak laen otakmu,0,2025-08-18T11:14:07Z
@mochammadasad7770,dpr dan dprd dipelihara siap hancur negara indonesia ini rakyat hidup tambah sengsara karena bayar pajak yang gilaan presiden sekarang ini sengaja mau hancurkan rakyat kecil,0,2025-08-18T11:10:46Z
@ekoarifin1882,mulai bsk brhenti tuk byr pajakga ada guna jg itu dpr rakyat smakin mnjerit saja inimah,0,2025-08-18T11:06:35Z
@ridwanSaya-qn2dy,,0,2025-08-18T11:05:16Z
@maryonomaryono1162,mantaappp makin buncit aja,0,2025-08-18T11:03:03Z
@Pejuang85-y1z,waduh tni polri aja gk segitu gaji nya yang taruhannya nyawa,0,2025-08-18T11:02:51Z
@YukBisaYuk-pd5ye,,0,2025-08-18T11:02:17Z
@alfa.1085,masih rela bayar pajak,0,2025-08-18T10:59:16Z
@harisutrisno2657,pilihan maneh wes ojo glm nyoblos,0,2025-08-18T10:58:36Z
@johnkarl481,bmesti nya si poan di seret ke jalan rame karna kuping nya uda congek an penuh blatung bsuk jadi pura tidak budek mana tu ruu perampasan aset negara koruptor dan uang pajaknrakyat kecil tidak di sah kan juga ruu nya sampe sekarang kita sebagai rakyat kecil di buat kayak pengemis aja oleh poan haya mahasiswa mana tu demo nyatuntu ruu perampasan aset negara dan miskin kan tikus yg maling duwit negara dan uang pajak rakyat kecil,0,2025-08-18T10:55:21Z
@erliyatie2879,woy para pejabat liat rakyat mu mau beli beras aja nyicil beli ketengan krn g bs beli sekarung g dpt bantuan krn d liat rmh bagusan dikit g tau dia klw penghuninya kerja nguli demi sesuap nasi,0,2025-08-18T10:54:59Z
@delfinramadi6057,memang diwakailinya semuanya rumah mewah mobil mewah dan semua nya tinggal rakyat jadi domba nya,0,2025-08-18T10:52:55Z
@miminici222,bubarin,0,2025-08-18T10:51:13Z
@hereandnoowww,daripada uang pajak rakyat terbuamg percuma lebih baik jika dpr dibubarkan saja,0,2025-08-18T10:50:24Z
@gamingbiadab4666,kompak ga usah bayar pajak semua seluruh rakyat indonesia biar guling skalian,0,2025-08-18T10:49:57Z
@gamingbiadab4666,duitnya meras ke pajak rakyat asu konoha,0,2025-08-18T10:49:29Z
@Milo-y5x,senangnya liat partai di senayan bisa akur cepat buat kebijakan nanti kalo ada demo penolakan beberapa partai cari muka pura menolak,0,2025-08-18T10:49:23Z
@johnkarl481,enak bener dpr gudang nya korupsi liat aja pegawe dpr semua perut nya gedut hanya duduk manis maen hp rakyat semakin ke cekik semuapejabat makan enak foya rakyat kecil kerja keras ujan panas demi mendapat kan sepiring nasi buat kluarga nya cara nya gampang aja rata kan gedung dpr nya penuh tikus tukang ngisep darah rakyat kecil,0,2025-08-18T10:48:32Z
@ayucell1032,terus apa gunanya dpr,0,2025-08-18T10:47:18Z
@Anto-wv6kr,inilah yang bikin rakyat menderita kecewa untuk kepemimpinan yang skrg ini hancur sdh negeri ini,5,2025-08-18T10:45:32Z
@yuliam0209,kalau utk rakyat pengeluaran di efisiensi tp kalau utk kroni dan kelompoknya foya bagi duit pemerintahan yg dzolim,4,2025-08-18T10:40:26Z
@akangahmadrich4613,nanti pasti pada nyoblos lagi rakyatnya,1,2025-08-18T10:37:41Z
@satpk8956,menari diatas pendetitaan rakyat pura pura tuli buta,7,2025-08-18T10:36:31Z
@JonoAza-d8x,uuuuuuuusa,0,2025-08-18T10:27:23Z
@siswoyo-uf8sk,rakyat sudah tidak bisa di bodohi coba kalikan kali bulan kali lagi tahun mau di bawah ke mana anggaran untuk rakyat nusantara ini dewan,3,2025-08-18T10:25:25Z
@RiyantiLilik,uang dari mana itu rakyat makin ditekan pejabat foya sak karepe dewe arep dadi apa negarane iki,3,2025-08-18T10:22:24Z
@TriYadi-m1u,astagfirullahratusan juta rakyat kecil menginginkan hidup layak dan sejahteraanggota dpr yg tak pro rakyatyg tak akan mungkin menyejahterakan rakyat malah duit negara jor joran untuk menggaji dpr coba kita cermati ketua dpr ri si puan maharani tak akan pernah mau mengesahkan uu perampasan aset koruptor yg diutamakan adalah kepentingan partainya dan yg dijadikan korban adalah ratusan juta rakyat kecil ini artinya bahwa dpr itu bangsat,1,2025-08-18T10:22:20Z
@reinarahma4942,kita rakyat kan jumlahnya bnyk ayo bersama sama berjuang demo besar an jgn cuma berkomentar tp gk ada aksi kita yg bayar mereka para pejabat tp mereka seenaknya sm kita mereka hidup mewah sedangkan kita apa,0,2025-08-18T10:18:43Z
@buyungupix5851,wang rakyat hasilnpajak di obok sama pejabat,0,2025-08-18T10:15:04Z
@titimurniasih161,enakeh,1,2025-08-18T10:13:37Z
@AndalasPermai,habiskan aja uang rakyat buat para pejabat biar cepat bangkrut negara ini udah hutang negara membengkak malah para pejabat hidupnya makin di istimewakan,3,2025-08-18T10:13:18Z
@BajingantanpaDosa-mk8zc,besok kalo ada coblosan lagi mending golput atau coblos semuanya,9,2025-08-18T10:12:09Z
@bambangsetiawan6251,ya allah,0,2025-08-18T10:10:14Z
@wendyariyantoramadhan7071,ini bagaimana cara membubarkannya dpr nih,3,2025-08-18T10:07:37Z
@dennyacsar,habis uang takyat buat bayar koruptor di dpr,1,2025-08-18T10:07:25Z
@Itang-nq8hk,ykin ke adilan teh bukn untuk rakyat tpi untuk pjbat rkyat mkin di peras pjbat mkin enak gjh gede tunjangan honorr,1,2025-08-18T10:06:24Z
@basabasee4681,plis lah udahan yuk jadi pengemis nya kerja yuk kerja nangis liat orang kek gini di kasih kursi,0,2025-08-18T10:06:12Z
@AmuSphere,anjir kapan gw jadi anggota dpr ya,0,2025-08-18T10:05:49Z
@AbdullahDullah-k9n,rakyat yg diwakilinya semakin menjerit segala kebutuhan tak terpenuhi,5,2025-08-18T10:03:47Z
@naufalalfarras4637,jadi total tunjangan anggota dewan konoha selama menjabat thn totalnya m per orang mending buat guru honorer yang jelas jelas nyata kerjanya,0,2025-08-18T10:03:46Z
@jokodwiwidodo6946,ini bukan mengangkat pejabat yang bergaji tinggi ditambah lagi menginjak rakyat memeras memiskinkan rakyat itu betul banget kang,9,2025-08-18T10:03:34Z
@adykikiady8179,smua yg menguntungkan bagi nya pas langsung sah tampa bnyak pikir,0,2025-08-18T10:00:16Z
@ImamWibawa-o8r,buruh aja pd ngontrak ga mnt di bayarin,0,2025-08-18T09:58:09Z
@kiaraea,dikasih rumah gak ditempati malah d hotel di bilang gak layak minim fasilitas akhirnya minta pengganti tunjangan,2,2025-08-18T09:57:40Z
@sitialfiah4449,astagfirulloh gajinya jadi juta setiap bulan kami guru aja juta perbulanbutuh uang juta aja pinjam bank sampe tahun angsurannyaya alloh,0,2025-08-18T09:56:37Z
@supriyantiyanti2561,makmur nian hidupnya,0,2025-08-18T09:56:25Z
@darniar7125,gila tau,0,2025-08-18T09:55:35Z
@rudinelson7198,rakyat dibawah sudah menjerit dan pengusaha kecil pajak tambah naik,2,2025-08-18T09:55:09Z
@grandthaftauto488,boa edannnnn,0,2025-08-18T09:53:59Z
@budisupriatna9964,people power harus di ulang kembali seperti lengserkan dan bubarkan semuanya,0,2025-08-18T09:53:54Z
@arekmojosari9177,rakyat indonesia pasti ndak ikhlas,5,2025-08-18T09:53:49Z
@thomasdaepanie5597,semakin byk d p r semakin byak rakyat menderita klu tunjangan perumahan nya seperti itu,3,2025-08-18T09:53:30Z
@billyfirdaus5794,bubar aja udah,0,2025-08-18T09:51:29Z
@Sukribinabdurrohman,kasian rakyat nya gaji dpr yg di jaga rakyat menderita pemerintah tak peduli,3,2025-08-18T09:49:44Z
@AgusChasvano,ini membuat cemburu rakyat enak banget engga ada kerjanya dapat bonus tapi rakyat sekarat melarat tidak terlihat indonesia memang kacau mau sampai kapan begini,0,2025-08-18T09:49:09Z
@MuhammadIkhsan-ph7js,satu lagi kabar duka untuk rakyat indonesia seklompok ormas yg di namakan dpr bahkan tidak ada guna nya di negri ini dpt tunjang sana tunjang sini di tambah gaji yg sangat besar,6,2025-08-18T09:48:37Z
@Hanifa-g7j,ga mungkin jd anggota dpr kl dia g punya rmhrakyar di peres dr pajakgpp gw sedekah kiparat aja,0,2025-08-18T09:47:54Z
@IwanIswanto-b2n,enak banget yaaa,1,2025-08-18T09:47:50Z
@supardidi9981,jtblnth berapa ya,0,2025-08-18T09:46:39Z
@Pelangidilangitlangit,rakyat mu semakin miskin pak jangan berlaga tidak tau apa hanya sandiwara aja,2,2025-08-18T09:46:35Z
@AbdulMalik-x3p3q,duit sy itu sebagai rakyat tapi kebijakan yg berarti buat rakyat apa ya allah miris liat nya,0,2025-08-18T09:46:20Z
@ronnyhuang78,soal nya sudah punya rumah sendiri barang kali,0,2025-08-18T09:43:59Z
@Mamanrsmnt,makmur amat,0,2025-08-18T09:40:30Z
@dulurlanang1946,mereka jadi dewan cuma kejar fasilitas dan seseran gak pernah mau urusin tugas sebagai wakil rakyat,0,2025-08-18T09:39:28Z
@dwihastuti1293,asn juga mau nya sj perbulan sdh bersukacita,0,2025-08-18T09:38:52Z
@dewadewi8354,ya allah ya rabb gaji rakyat miskin sehari hanya rp rb itupun kadang kerja kadang tidak belum bayar pajak bansos aja tidak dapat sangat ironis sekali dikala rakyat sengsara gaji dewan fantatis yg gajinya dari pajak rakyat tapi emang lebih baik dpr di bubarkan saja sarangnya koruptor menyakitkan hati rakyat,0,2025-09-12T23:07:56Z
@dwihardika2305,belum ceperanya,0,2025-09-11T10:14:37Z
@RizaFauzi-d9z,wow udh di pangkas masih segede itu,1,2025-09-11T05:11:37Z
@alisyaqothrunnada3266,anggota dewan dari unsur artis kerjanya cengengascengenges tapi gajinya masya allah,0,2025-09-11T01:12:15Z
@alisyaqothrunnada3266,bagaimana jualan para pedagang tidak sepi lha wong uang negara larinya pada kesana anggota dewan wahwah wah,0,2025-09-11T01:08:42Z
@lukmannurhakim1901,apa ad jaminan perubahan ini benar,0,2025-09-10T12:56:10Z
@SalmonMengga-x7o,sekalipun menuntut smpai jungkir balik kepala di bwatdk seberapa miliar dri triliun lebih byangkan itutpi mri dukung mahasiswa kitatuk trgetkan hukum mati koruptorbarulh bisa brdampak efek jera trsebutdan uda psti indonesia emas di depan mata akan trcapai,1,2025-09-10T09:26:40Z
@SalmonMengga-x7o,klu cuma miliar berapa sih dri triliun lebihnga msuk logika tuntutan kesenjangan dri rkyat,0,2025-09-10T09:17:43Z
@samsudin1039,bubarkan saja dpr rakyat sudah sanggup lagi ngasih gaji dpr yang sangat terlalu tinggi,1,2025-09-10T07:59:35Z
@ganzazis3127,ini baru rincian dpr yaa belum anggota dprd provinsi dan kabkota wes ewes duit pajak dipake buat mereka,0,2025-09-10T05:48:26Z
@AmangTukang-f3w,duit indonesia merosot ga karu karuan di makan dpr dprd kerja ga jelas rakyat hidup dalam kemiskinan,0,2025-09-09T13:21:29Z
@muhammad5148,yg di senayan itu penjajahmakar keuangan negararakyat mjd miskin se umur hidupnya,0,2025-09-09T12:46:44Z
@SLASHMANDALIKA,ayo media lebih antensikan masalah korupsi tunjangan dpr ini kecil dibandikan dikorupsi contohnya rezahalid sampai triliun,0,2025-09-09T12:14:55Z
@SLASHMANDALIKA,ini masalah receh yg perlu kita sorot dan suarakan adalah mslah korupsi karena msalah korupsi dinagara kita sudah kangker akhir sampai kelapisan petugas negara paing bawah pertahunnya saja kebocoran negara kita mencapai ratusan triliun,0,2025-09-09T12:08:23Z
@victor84828,makanya jangan suka flexing apalagi pejabat pemerintah dah tau orang indo itu banyak yg suka iri apalagi kalau liat orng lain punya duit lbh banyak kalau punya duit banyak diem aja dinikmatin sndiri sama keluarga drpd flexing malah diobok orng bnyk,0,2025-09-09T12:01:00Z
